GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US48039660100,48039660100,"Census Tract 6601, Brazoria County, Texas",154,81,0,13,0,13,22,31,63,65,13,19,8,13,0,13,0,13,23,25,25,27
1400000US48039660200,48039660200,"Census Tract 6602, Brazoria County, Texas",413,124,0,18,66,68,92,70,23,27,17,25,17,27,41,63,11,18,86,73,60,48
1400000US48039660300,48039660300,"Census Tract 6603, Brazoria County, Texas",1194,191,42,64,81,72,113,80,191,112,133,97,327,150,15,25,84,54,193,107,15,23
1400000US48039660400,48039660400,"Census Tract 6604, Brazoria County, Texas",920,199,39,63,51,49,140,81,335,176,89,67,89,76,13,21,14,22,150,93,0,18
1400000US48039660500,48039660500,"Census Tract 6605, Brazoria County, Texas",715,192,0,18,120,120,17,22,149,69,110,104,92,88,42,33,10,13,74,82,101,80
1400000US48039660601,48039660601,"Census Tract 6606.01, Brazoria County, Texas",195,166,0,20,0,20,47,77,0,20,0,20,0,20,15,25,0,20,88,138,45,73
1400000US48039660602,48039660602,"Census Tract 6606.02, Brazoria County, Texas",2283,537,72,79,148,110,641,305,226,133,111,119,62,71,185,148,146,140,656,313,36,54
1400000US48039660701,48039660701,"Census Tract 6607.01, Brazoria County, Texas",1752,301,42,62,87,132,510,247,129,127,236,183,125,86,37,62,308,207,278,185,0,20
1400000US48039660702,48039660702,"Census Tract 6607.02, Brazoria County, Texas",1852,409,98,128,49,78,309,224,259,194,312,250,227,237,0,20,75,121,171,183,352,352
1400000US48039660801,48039660801,"Census Tract 6608.01, Brazoria County, Texas",735,200,0,18,33,42,144,137,269,155,25,43,0,18,11,22,76,86,79,62,98,76
1400000US48039660802,48039660802,"Census Tract 6608.02, Brazoria County, Texas",173,111,14,27,0,18,41,66,0,18,29,39,0,18,0,18,0,18,45,51,44,43
