GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US17031010100,17031010100,"Census Tract 101, Cook County, Illinois",1890,185,65,71,109,82,302,143,275,163,31,34,52,61,139,97,164,108,598,165,155,102
1400000US17031010201,17031010201,"Census Tract 102.01, Cook County, Illinois",1917,203,0,15,114,84,244,111,138,86,225,140,137,93,95,68,227,114,675,164,62,62
1400000US17031010202,17031010202,"Census Tract 102.02, Cook County, Illinois",755,99,0,11,14,13,101,56,63,42,60,44,87,45,25,24,105,63,280,90,20,32
1400000US17031010300,17031010300,"Census Tract 103, Cook County, Illinois",2060,243,36,36,110,89,248,123,353,169,167,90,198,113,266,125,63,81,549,201,70,81
1400000US17031010400,17031010400,"Census Tract 104, Cook County, Illinois",1513,141,0,15,112,85,185,103,103,71,188,106,132,76,131,79,124,66,435,135,103,65
1400000US17031010501,17031010501,"Census Tract 105.01, Cook County, Illinois",2022,170,26,30,163,105,75,52,91,54,355,165,259,116,110,65,306,139,624,161,13,19
1400000US17031010502,17031010502,"Census Tract 105.02, Cook County, Illinois",1266,134,34,38,58,27,71,50,130,61,166,73,41,35,72,45,168,60,475,113,51,49
1400000US17031010503,17031010503,"Census Tract 105.03, Cook County, Illinois",925,99,28,32,41,39,102,67,119,65,108,67,104,58,21,33,24,22,284,97,94,38
1400000US17031010600,17031010600,"Census Tract 106, Cook County, Illinois",2405,212,44,47,69,57,280,126,457,170,264,131,262,151,200,149,304,142,516,190,9,14
1400000US17031010701,17031010701,"Census Tract 107.01, Cook County, Illinois",778,104,27,27,43,34,106,47,145,74,67,45,54,46,54,53,52,33,179,63,51,47
1400000US17031010702,17031010702,"Census Tract 107.02, Cook County, Illinois",1578,112,0,15,148,80,111,46,141,76,88,43,213,91,108,65,159,88,576,140,34,26
1400000US17031020100,17031020100,"Census Tract 201, Cook County, Illinois",752,140,73,45,82,67,55,44,153,98,28,27,0,11,14,24,103,85,235,87,9,14
1400000US17031020200,17031020200,"Census Tract 202, Cook County, Illinois",416,88,0,15,9,15,8,14,0,15,111,124,0,15,0,15,0,15,156,124,132,142
1400000US17031020301,17031020301,"Census Tract 203.01, Cook County, Illinois",550,118,47,42,18,20,35,37,41,30,41,42,65,40,91,69,105,65,65,46,42,26
1400000US17031020302,17031020302,"Census Tract 203.02, Cook County, Illinois",798,127,0,11,82,69,128,67,112,73,103,68,16,19,35,48,75,66,247,102,0,11
