GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US26087330000,26087330000,"Census Tract 3300, Lapeer County, Michigan",144,43,11,9,9,7,22,20,13,18,22,17,3,5,10,8,19,22,12,10,23,13
1400000US26087330500,26087330500,"Census Tract 3305, Lapeer County, Michigan",157,45,0,10,36,24,38,24,13,16,2,4,13,9,6,7,16,11,18,12,15,9
1400000US26087331000,26087331000,"Census Tract 3310, Lapeer County, Michigan",111,53,6,10,6,8,5,8,40,45,0,10,5,8,0,10,11,13,22,19,16,16
1400000US26087331500,26087331500,"Census Tract 3315, Lapeer County, Michigan",87,35,0,10,8,9,22,25,3,5,7,9,2,3,0,10,6,6,14,12,25,21
1400000US26087332000,26087332000,"Census Tract 3320, Lapeer County, Michigan",270,108,0,15,25,30,11,19,62,59,31,36,0,15,0,15,49,73,62,47,30,33
1400000US26087332500,26087332500,"Census Tract 3325, Lapeer County, Michigan",199,47,13,20,14,17,25,25,25,22,22,16,3,5,19,16,28,22,40,25,10,10
1400000US26087333000,26087333000,"Census Tract 3330, Lapeer County, Michigan",19,16,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,7,14,15
1400000US26087333500,26087333500,"Census Tract 3335, Lapeer County, Michigan",62,54,0,15,0,15,0,15,14,23,0,15,0,15,0,15,16,26,18,28,14,24
1400000US26087334000,26087334000,"Census Tract 3340, Lapeer County, Michigan",286,69,40,59,18,20,26,21,6,11,26,24,15,22,49,48,9,14,55,52,42,34
1400000US26087334500,26087334500,"Census Tract 3345, Lapeer County, Michigan",22,20,0,10,5,10,0,10,7,12,0,10,0,10,6,10,0,10,4,6,0,10
1400000US26087336000,26087336000,"Census Tract 3360, Lapeer County, Michigan",209,99,62,69,0,15,23,38,0,15,21,32,18,30,0,15,0,15,14,22,71,55
1400000US26087336500,26087336500,"Census Tract 3365, Lapeer County, Michigan",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US26087337000,26087337000,"Census Tract 3370, Lapeer County, Michigan",894,151,24,27,40,39,56,46,115,51,119,77,123,63,96,62,44,28,267,91,10,16
1400000US26087337500,26087337500,"Census Tract 3375, Lapeer County, Michigan",675,137,71,60,13,22,108,72,0,10,109,81,39,39,84,80,64,43,156,71,31,30
1400000US26087338000,26087338000,"Census Tract 3380, Lapeer County, Michigan",147,73,0,15,0,15,0,15,27,30,0,15,34,46,0,15,38,33,29,26,19,22
