GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US06037101110,06037101110,"Census Tract 1011.10, Los Angeles County, California",916,148,0,17,37,39,70,37,50,31,29,33,146,72,25,40,104,80,314,122,141,72
1400000US06037101122,06037101122,"Census Tract 1011.22, Los Angeles County, California",186,82,7,12,23,25,0,12,60,40,6,10,0,12,14,20,10,16,58,52,8,13
1400000US06037101210,06037101210,"Census Tract 1012.10, Los Angeles County, California",1860,141,28,42,169,89,208,94,133,79,278,113,118,67,128,83,160,100,553,165,85,76
1400000US06037101220,06037101220,"Census Tract 1012.20, Los Angeles County, California",728,90,0,12,42,37,32,29,30,30,67,45,92,53,45,35,93,46,280,76,47,46
1400000US06037101300,06037101300,"Census Tract 1013, Los Angeles County, California",201,87,0,12,8,12,26,31,9,19,5,9,63,51,19,31,0,12,39,39,32,31
1400000US06037101400,06037101400,"Census Tract 1014, Los Angeles County, California",485,111,25,40,9,16,0,12,0,12,0,12,22,24,69,62,38,43,287,97,35,31
1400000US06037102103,06037102103,"Census Tract 1021.03, Los Angeles County, California",177,52,0,12,3,5,16,18,24,20,0,12,38,43,17,19,0,12,79,57,0,12
1400000US06037102104,06037102104,"Census Tract 1021.04, Los Angeles County, California",295,116,0,12,77,79,24,35,27,39,0,12,7,12,5,14,84,87,27,27,44,38
1400000US06037102105,06037102105,"Census Tract 1021.05, Los Angeles County, California",271,87,0,12,27,35,44,40,36,40,18,28,8,11,27,22,12,14,82,64,17,27
1400000US06037102107,06037102107,"Census Tract 1021.07, Los Angeles County, California",407,101,0,12,0,12,89,71,20,22,53,50,10,16,63,66,19,21,153,79,0,12
1400000US06037103101,06037103101,"Census Tract 1031.01, Los Angeles County, California",210,72,0,12,11,16,14,14,13,13,17,18,31,31,20,25,41,46,54,32,9,14
1400000US06037103102,06037103102,"Census Tract 1031.02, Los Angeles County, California",352,120,0,17,0,17,77,63,34,45,40,44,66,53,8,14,58,48,59,46,10,15
