GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US13057090100,13057090100,"Census Tract 901, Cherokee County, Georgia",560,171,12,20,35,37,111,69,37,38,84,59,63,41,36,44,13,12,119,106,50,43
1400000US13057090200,13057090200,"Census Tract 902, Cherokee County, Georgia",434,147,13,22,53,49,44,32,133,101,39,37,0,18,17,24,3,4,97,100,35,34
1400000US13057090300,13057090300,"Census Tract 903, Cherokee County, Georgia",511,183,18,29,47,51,59,51,35,41,0,20,46,70,78,93,16,27,144,110,68,49
1400000US13057090400,13057090400,"Census Tract 904, Cherokee County, Georgia",2256,259,73,75,78,75,305,142,323,144,233,127,141,83,259,125,297,144,403,175,144,110
1400000US13057090501,13057090501,"Census Tract 905.01, Cherokee County, Georgia",261,134,37,58,0,18,14,23,54,58,29,46,39,59,43,58,0,18,20,31,25,35
1400000US13057090502,13057090502,"Census Tract 905.02, Cherokee County, Georgia",240,115,0,20,0,20,48,55,83,71,0,20,31,49,26,41,16,27,0,20,36,57
1400000US13057090601,13057090601,"Census Tract 906.01, Cherokee County, Georgia",1114,187,71,77,77,90,276,129,44,67,99,75,33,54,78,72,53,77,322,158,61,84
1400000US13057090602,13057090602,"Census Tract 906.02, Cherokee County, Georgia",644,158,0,18,134,134,115,97,60,50,17,26,29,33,43,62,51,54,154,87,41,43
1400000US13057090701,13057090701,"Census Tract 907.01, Cherokee County, Georgia",1693,456,0,24,154,167,472,202,332,225,223,254,207,156,116,172,45,77,55,86,89,107
1400000US13057090702,13057090702,"Census Tract 907.02, Cherokee County, Georgia",832,193,13,23,45,54,121,92,154,92,64,70,120,105,63,62,15,25,216,118,21,34
