GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",617,128,10,17,21,23,79,66,124,80,21,33,19,32,0,16,25,35,260,84,58,43
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",507,135,0,16,0,16,27,31,74,60,60,50,20,31,39,38,20,32,192,92,75,72
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",1665,100,46,40,120,77,44,43,191,75,350,109,164,75,140,76,101,65,476,121,33,21
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",874,54,6,9,30,25,116,45,69,37,81,44,137,56,68,38,78,38,223,69,66,35
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",2497,182,32,51,54,53,128,88,221,132,496,161,245,129,155,111,178,104,918,250,70,74
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1945,76,111,64,138,87,118,52,277,123,226,78,474,130,139,74,105,66,247,96,110,65
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",26,38,0,11,0,11,26,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1745,110,66,44,95,56,148,67,76,59,162,67,250,86,164,88,168,65,522,142,94,73
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",1076,36,48,40,68,44,87,56,106,56,153,65,136,74,58,41,108,64,246,91,66,57
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1363,81,19,22,42,32,200,109,58,57,100,65,95,54,49,43,91,57,644,141,65,58
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",1995,161,22,39,285,158,308,148,221,112,281,120,206,148,205,158,133,90,315,130,19,31
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",429,55,10,16,43,41,55,32,62,40,44,29,34,26,14,19,53,39,108,47,6,9
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1058,91,60,41,80,57,56,46,44,35,122,56,131,68,68,57,33,39,399,109,65,53
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",1251,87,31,37,131,75,194,77,184,85,95,54,115,66,91,50,22,26,343,94,45,41
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",145,46,0,11,8,8,0,11,17,15,4,5,33,27,21,23,0,11,62,35,0,11
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",283,45,32,26,9,15,8,18,40,36,13,14,50,30,24,22,6,9,88,44,13,19
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",1808,135,128,110,82,66,152,87,73,71,122,77,239,118,123,76,217,126,660,188,12,20
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",253,55,9,13,26,23,15,15,16,19,26,23,33,25,0,11,27,26,83,37,18,20
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",1896,125,93,70,16,25,140,87,125,80,475,158,155,84,88,79,157,125,583,193,64,63
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",2476,142,116,94,95,75,207,139,585,204,320,145,159,112,123,98,63,52,746,219,62,54
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1841,102,42,37,121,63,72,45,183,80,193,74,184,77,192,66,143,74,671,142,40,35
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1520,72,143,74,117,73,154,74,158,77,272,101,219,80,73,58,167,70,217,86,0,11
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",525,61,24,26,43,31,66,40,40,34,40,25,79,44,15,25,47,43,124,52,47,43
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1232,82,78,59,50,44,86,69,16,18,112,57,82,53,68,52,239,98,414,122,87,67
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1372,84,13,22,71,50,74,52,73,57,99,73,93,61,69,49,69,52,722,124,89,58
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1796,121,20,31,116,61,145,92,136,79,153,84,107,71,111,69,128,61,836,126,44,37
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",1984,67,152,89,71,44,136,70,299,124,336,120,214,85,88,80,242,103,380,131,66,53
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",795,32,109,52,35,35,103,54,95,46,63,44,80,51,32,26,19,21,222,68,37,33
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1485,74,16,21,99,57,47,32,140,67,126,62,62,45,97,63,158,93,673,140,67,55
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1458,117,28,31,82,55,70,64,205,110,79,57,47,41,44,47,187,99,654,148,62,57
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",779,58,0,11,54,32,73,36,62,38,35,28,75,33,95,52,79,40,266,62,40,30
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",864,94,36,36,11,17,58,62,40,37,131,65,32,35,64,50,49,45,432,103,11,18
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",323,31,8,8,17,13,31,19,38,23,18,18,44,23,14,17,48,23,97,29,8,13
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",956,199,19,30,49,52,129,84,66,60,134,101,125,85,67,105,80,60,231,106,56,55
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2325,137,118,94,134,79,238,138,199,139,372,166,333,150,88,74,99,76,519,153,225,135
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1698,105,11,15,74,54,118,66,168,83,216,105,148,80,31,28,141,79,726,147,65,51
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1097,130,25,41,11,17,71,68,35,36,37,39,115,91,49,63,133,103,420,123,201,119
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1895,68,21,24,57,54,162,89,121,62,343,110,225,108,121,75,177,87,627,129,41,44
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2207,166,87,96,187,114,76,77,137,110,291,152,273,129,156,123,148,97,652,194,200,139
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",740,87,15,17,57,43,79,64,95,75,53,42,95,50,27,33,70,55,210,76,39,48
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",2465,163,37,34,169,124,243,132,325,141,372,149,340,133,85,75,249,126,583,154,62,65
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1081,125,0,11,68,46,86,59,83,62,91,72,64,42,67,55,93,57,515,123,14,21
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",585,65,0,11,25,24,75,66,66,44,60,41,79,48,74,46,53,40,132,57,21,28
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1296,122,31,35,48,49,62,64,67,56,181,102,100,67,22,36,116,86,561,135,108,64
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1303,91,69,48,47,50,45,40,110,73,179,102,106,54,36,38,99,66,533,120,79,100
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",859,98,39,48,44,37,78,59,40,26,71,49,71,63,77,53,47,31,344,127,48,54
