GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US12061050100,12061050100,"Census Tract 501, Indian River County, Florida",1282,217,26,31,0,19,17,28,225,117,12,20,139,63,132,104,160,92,424,165,147,118
1400000US12061050200,12061050200,"Census Tract 502, Indian River County, Florida",516,141,0,14,16,20,71,73,9,17,41,40,74,78,28,28,47,57,204,102,26,19
1400000US12061050301,12061050301,"Census Tract 503.01, Indian River County, Florida",679,161,41,32,79,52,17,19,32,49,22,26,74,63,46,42,90,68,235,94,43,53
1400000US12061050302,12061050302,"Census Tract 503.02, Indian River County, Florida",1168,211,0,19,38,62,50,50,136,108,147,122,77,74,66,65,105,89,372,151,177,115
1400000US12061050401,12061050401,"Census Tract 504.01, Indian River County, Florida",1085,176,6,9,0,14,9,15,94,60,148,88,94,52,98,65,133,87,479,170,24,33
1400000US12061050402,12061050402,"Census Tract 504.02, Indian River County, Florida",334,97,10,18,23,27,0,14,68,60,30,33,56,44,22,26,48,41,49,47,28,45
1400000US12061050501,12061050501,"Census Tract 505.01, Indian River County, Florida",120,67,18,28,10,16,0,19,0,19,14,22,0,19,0,19,2,3,35,39,41,42
1400000US12061050503,12061050503,"Census Tract 505.03, Indian River County, Florida",224,107,0,14,74,70,0,14,23,34,0,14,0,14,5,14,17,27,74,71,31,44
1400000US12061050504,12061050504,"Census Tract 505.04, Indian River County, Florida",131,64,0,14,0,14,0,14,14,13,25,30,12,20,12,17,0,14,27,29,41,53
1400000US12061050505,12061050505,"Census Tract 505.05, Indian River County, Florida",157,100,0,14,0,14,33,53,49,76,20,23,11,17,0,14,0,14,44,33,0,14
1400000US12061050601,12061050601,"Census Tract 506.01, Indian River County, Florida",488,105,0,14,21,32,6,11,30,34,39,38,32,44,58,38,111,76,167,61,24,22
1400000US12061050602,12061050602,"Census Tract 506.02, Indian River County, Florida",525,133,36,53,47,43,52,55,61,49,29,26,32,38,20,25,48,42,189,104,11,19
1400000US12061050603,12061050603,"Census Tract 506.03, Indian River County, Florida",276,107,0,14,16,26,0,14,37,46,0,14,15,22,0,14,8,14,190,91,10,16
1400000US12061050604,12061050604,"Census Tract 506.04, Indian River County, Florida",272,82,0,14,35,41,34,31,12,19,31,26,35,32,11,17,13,20,90,47,11,16
1400000US12061050605,12061050605,"Census Tract 506.05, Indian River County, Florida",120,64,5,8,0,14,5,9,10,16,0,14,36,57,32,29,11,17,0,14,21,23
1400000US12061050606,12061050606,"Census Tract 506.06, Indian River County, Florida",1158,228,0,21,41,38,194,129,131,95,135,112,116,87,94,76,49,40,372,175,26,32
1400000US12061050702,12061050702,"Census Tract 507.02, Indian River County, Florida",261,114,0,19,0,19,9,14,23,26,61,70,58,52,8,12,10,15,84,61,8,13
1400000US12061050703,12061050703,"Census Tract 507.03, Indian River County, Florida",305,128,0,19,60,64,55,49,103,76,32,36,0,19,16,26,39,48,0,19,0,19
1400000US12061050704,12061050704,"Census Tract 507.04, Indian River County, Florida",537,132,10,17,34,41,8,13,97,77,42,45,12,20,45,39,99,64,128,71,62,61
1400000US12061050705,12061050705,"Census Tract 507.05, Indian River County, Florida",935,174,25,29,62,51,95,68,162,106,75,67,54,45,17,19,159,68,229,103,57,60
1400000US12061050802,12061050802,"Census Tract 508.02, Indian River County, Florida",530,171,0,19,88,93,0,19,170,109,29,34,102,90,72,80,0,19,16,24,53,46
1400000US12061050804,12061050804,"Census Tract 508.04, Indian River County, Florida",336,141,0,19,0,19,52,43,38,36,87,79,27,46,0,19,41,64,66,72,25,30
1400000US12061050805,12061050805,"Census Tract 508.05, Indian River County, Florida",365,106,10,16,31,33,36,59,61,49,0,14,28,43,0,14,46,58,123,72,30,31
1400000US12061050806,12061050806,"Census Tract 508.06, Indian River County, Florida",466,132,0,19,0,19,17,28,56,62,35,33,95,87,43,43,106,93,100,69,14,28
1400000US12061050807,12061050807,"Census Tract 508.07, Indian River County, Florida",250,101,0,14,40,41,10,16,0,14,18,31,8,16,25,30,2,9,94,68,53,49
1400000US12061050808,12061050808,"Census Tract 508.08, Indian River County, Florida",405,133,0,14,29,33,65,66,0,14,24,35,36,35,36,31,62,51,141,78,12,19
1400000US12061050902,12061050902,"Census Tract 509.02, Indian River County, Florida",507,165,0,14,35,32,39,47,34,45,47,48,68,52,42,63,0,14,152,98,90,81
1400000US12061050903,12061050903,"Census Tract 509.03, Indian River County, Florida",405,180,0,19,25,34,0,19,37,41,89,95,85,75,19,32,69,81,81,94,0,19
