GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
1400000US25025000100,25025000100,"Census Tract 1, Suffolk County, Massachusetts",1127,123,35,44,78,47,166,85,63,39,99,68,165,97,71,55,120,92,312,108,18,20
1400000US25025000201,25025000201,"Census Tract 2.01, Suffolk County, Massachusetts",904,129,4,7,57,40,110,45,135,69,101,55,35,28,58,40,81,54,275,96,48,40
1400000US25025000202,25025000202,"Census Tract 2.02, Suffolk County, Massachusetts",945,121,25,33,39,40,97,50,147,71,154,79,86,63,107,60,29,41,215,76,46,37
1400000US25025000301,25025000301,"Census Tract 3.01, Suffolk County, Massachusetts",630,130,0,12,94,79,127,58,80,55,43,35,32,28,59,58,0,12,188,89,7,13
1400000US25025000302,25025000302,"Census Tract 3.02, Suffolk County, Massachusetts",554,98,0,12,22,25,66,43,104,79,56,33,51,39,24,27,94,67,105,54,32,50
1400000US25025000401,25025000401,"Census Tract 4.01, Suffolk County, Massachusetts",2196,166,145,102,59,49,189,97,263,99,452,152,344,123,70,55,139,97,401,110,134,75
1400000US25025000402,25025000402,"Census Tract 4.02, Suffolk County, Massachusetts",915,110,0,12,15,17,43,27,74,46,123,72,11,13,58,43,119,55,423,106,49,45
1400000US25025000502,25025000502,"Census Tract 5.02, Suffolk County, Massachusetts",1425,121,8,12,41,30,126,58,174,65,133,62,189,103,66,37,80,41,506,130,102,53
1400000US25025000503,25025000503,"Census Tract 5.03, Suffolk County, Massachusetts",1031,90,3,7,17,17,189,89,82,44,74,48,106,47,63,56,67,56,311,90,119,75
1400000US25025000504,25025000504,"Census Tract 5.04, Suffolk County, Massachusetts",2107,165,10,16,123,80,176,88,237,122,432,151,183,80,136,93,106,66,593,175,111,81
1400000US25025000601,25025000601,"Census Tract 6.01, Suffolk County, Massachusetts",882,89,19,21,64,48,112,42,93,44,114,58,67,50,41,41,64,43,260,64,48,37
1400000US25025000602,25025000602,"Census Tract 6.02, Suffolk County, Massachusetts",1561,111,58,43,42,56,146,64,174,77,226,90,163,54,88,45,155,85,442,105,67,33
1400000US25025000701,25025000701,"Census Tract 7.01, Suffolk County, Massachusetts",1684,189,10,17,14,25,93,48,249,109,183,81,221,113,157,109,172,93,450,135,135,79
1400000US25025000703,25025000703,"Census Tract 7.03, Suffolk County, Massachusetts",991,76,6,11,32,32,82,34,99,57,85,52,79,43,45,31,61,43,428,83,74,35
1400000US25025000704,25025000704,"Census Tract 7.04, Suffolk County, Massachusetts",1950,129,12,19,142,80,134,71,135,90,323,137,329,148,91,74,126,80,496,158,162,87
1400000US25025000802,25025000802,"Census Tract 8.02, Suffolk County, Massachusetts",2121,175,53,48,39,39,189,106,172,79,197,88,109,82,90,76,194,85,925,163,153,83
1400000US25025000803,25025000803,"Census Tract 8.03, Suffolk County, Massachusetts",646,80,0,17,11,13,49,28,21,17,60,32,58,30,51,29,50,31,333,70,13,12
1400000US25025010103,25025010103,"Census Tract 101.03, Suffolk County, Massachusetts",394,45,0,12,0,12,10,12,18,14,39,28,6,7,11,12,0,12,190,57,120,46
1400000US25025010104,25025010104,"Census Tract 101.04, Suffolk County, Massachusetts",1203,118,82,57,21,23,64,42,175,82,131,51,153,76,90,56,74,40,292,81,121,61
1400000US25025010203,25025010203,"Census Tract 102.03, Suffolk County, Massachusetts",2892,202,33,32,44,46,165,85,326,177,197,85,308,112,282,130,149,134,954,222,434,180
1400000US25025010204,25025010204,"Census Tract 102.04, Suffolk County, Massachusetts",813,96,22,25,15,17,36,45,42,33,29,27,110,84,48,37,30,24,418,96,63,55
1400000US25025010300,25025010300,"Census Tract 103, Suffolk County, Massachusetts",225,32,0,17,4,6,17,15,29,22,18,15,21,14,20,15,23,20,85,30,8,11
1400000US25025010403,25025010403,"Census Tract 104.03, Suffolk County, Massachusetts",1779,131,12,25,126,74,197,104,140,92,313,121,167,85,47,44,82,47,531,135,164,117
1400000US25025010404,25025010404,"Census Tract 104.04, Suffolk County, Massachusetts",1241,79,39,48,10,14,14,17,41,35,44,35,93,47,66,66,128,107,625,125,181,89
1400000US25025010405,25025010405,"Census Tract 104.05, Suffolk County, Massachusetts",774,64,23,17,35,26,70,39,108,54,101,39,113,46,17,16,55,38,223,54,29,22
1400000US25025010408,25025010408,"Census Tract 104.08, Suffolk County, Massachusetts",785,65,33,34,34,36,77,50,93,41,103,40,65,35,81,60,74,42,187,70,38,31
